time_h,W_71_m3,W_89_m3,W_150_m3,W_194_m3,W_287_m3,W_349_m3,W_383_m3
12.066667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.083333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.100000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.116667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.133333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.150000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.166667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.183333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.200000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.216667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.233333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.250000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.266667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.283333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.300000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.316667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.333333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.350000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.366667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.383333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.400000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.416667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.433333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.450000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.466667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.483333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.500000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.516667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.533333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.550000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.566667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.583333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.600000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.616667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.633333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.650000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.666667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.683333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.700000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.716667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.733333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.750000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.766667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.783333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.800000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.816667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.833333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.850000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.866667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.883333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.900000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.916667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.933333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.950000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.966667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
12.983333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.000000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.016667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.033333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.050000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.066667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.083333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.100000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.116667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.133333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.150000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.166667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.183333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.200000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.216667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.233333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.250000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.266667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.283333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.300000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.316667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.333333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.350000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.366667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.383333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.400000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.416667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.433333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.450000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.466667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.483333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.500000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.516667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.533333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.550000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.566667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.583333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.600000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.616667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.633333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.650000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.666667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.683333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.700000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.716667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.733333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.750000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.766667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.783333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.800000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.816667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.833333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.850000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.866667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.883333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.900000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.916667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.933333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.950000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.966667,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
13.983333,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
14.000000,250000.000,300000.000,60000.000,80000.000,160000.000,50000.000,40000.000
